Sr. No.,Content ID,Type,Datetime,Sentiment,Score,Content Type,Category,,Category,Score
9017,34cb120b-853b-4788-8978-a3544449136b,adore,01-11-2020 20:48,positive,72,photo,food,,,
9018,34cb120b-853b-4788-8978-a3544449136b,cherish,02-02-2021 08:08,positive,70,photo,food,,,
9019,34cb120b-853b-4788-8978-a3544449136b,scared,21-08-2020 16:08,negative,15,photo,food,,,
9020,34cb120b-853b-4788-8978-a3544449136b,scared,05-10-2020 21:56,negative,15,photo,food,,,
9021,34cb120b-853b-4788-8978-a3544449136b,love,14-08-2020 21:30,positive,65,photo,food,,,
9022,34cb120b-853b-4788-8978-a3544449136b,love,26-11-2020 04:43,positive,65,photo,food,,,
9023,34cb120b-853b-4788-8978-a3544449136b,heart,06-03-2021 09:55,positive,60,photo,food,,,
9024,34cb120b-853b-4788-8978-a3544449136b,adore,28-08-2020 05:28,positive,72,photo,food,,,
9025,34cb120b-853b-4788-8978-a3544449136b,want,28-05-2021 02:40,positive,70,photo,food,,,
9026,34cb120b-853b-4788-8978-a3544449136b,dislike,15-06-2021 18:36,negative,10,photo,food,,,
9027,34cb120b-853b-4788-8978-a3544449136b,cherish,20-03-2021 06:56,positive,70,photo,food,,,
9028,e4fd43f5-c0cb-47cd-bc41-1e07a8081323,worried,11-01-2021 02:07,negative,12,GIF,soccer,,,
9029,e4fd43f5-c0cb-47cd-bc41-1e07a8081323,worried,21-08-2020 09:11,negative,12,GIF,soccer,,,
9030,e4fd43f5-c0cb-47cd-bc41-1e07a8081323,disgust,21-01-2021 22:16,negative,0,GIF,soccer,,,
9031,e4fd43f5-c0cb-47cd-bc41-1e07a8081323,love,17-08-2020 09:49,positive,65,GIF,soccer,,,
9032,e4fd43f5-c0cb-47cd-bc41-1e07a8081323,heart,08-11-2020 07:45,positive,60,GIF,soccer,,,
9033,e4fd43f5-c0cb-47cd-bc41-1e07a8081323,love,01-11-2020 18:59,positive,65,GIF,soccer,,,
9034,e4fd43f5-c0cb-47cd-bc41-1e07a8081323,interested,04-11-2020 07:12,positive,30,GIF,soccer,,,
9035,e4fd43f5-c0cb-47cd-bc41-1e07a8081323,worried,04-02-2021 19:27,negative,12,GIF,soccer,,,
9036,e4fd43f5-c0cb-47cd-bc41-1e07a8081323,super love,10-05-2021 13:47,positive,75,GIF,soccer,,,
9037,e4fd43f5-c0cb-47cd-bc41-1e07a8081323,adore,08-10-2020 23:02,positive,72,GIF,soccer,,,
9038,e4fd43f5-c0cb-47cd-bc41-1e07a8081323,intrigued,20-12-2020 11:41,positive,45,GIF,soccer,,,
9039,e4fd43f5-c0cb-47cd-bc41-1e07a8081323,dislike,23-12-2020 14:14,negative,10,GIF,soccer,,,
9040,e4fd43f5-c0cb-47cd-bc41-1e07a8081323,like,28-06-2020 10:29,positive,50,GIF,soccer,,,
9041,e4fd43f5-c0cb-47cd-bc41-1e07a8081323,intrigued,20-07-2020 12:47,positive,45,GIF,soccer,,,
9042,e4fd43f5-c0cb-47cd-bc41-1e07a8081323,adore,24-06-2020 23:08,positive,72,GIF,soccer,,,
9043,e4306fd4-391c-4016-8b5f-98594bb647a0,like,10-03-2021 21:47,positive,50,audio,healthy eating,,,
9044,e4306fd4-391c-4016-8b5f-98594bb647a0,cherish,15-01-2021 12:12,positive,70,audio,healthy eating,,,
9045,e4306fd4-391c-4016-8b5f-98594bb647a0,intrigued,24-07-2020 05:45,positive,45,audio,healthy eating,,,
9046,e4306fd4-391c-4016-8b5f-98594bb647a0,like,24-02-2021 04:47,positive,50,audio,healthy eating,,,
9047,e4306fd4-391c-4016-8b5f-98594bb647a0,want,18-11-2020 21:52,positive,70,audio,healthy eating,,,
9048,e4306fd4-391c-4016-8b5f-98594bb647a0,like,07-05-2021 16:28,positive,50,audio,healthy eating,,,
9049,e4306fd4-391c-4016-8b5f-98594bb647a0,intrigued,29-11-2020 15:59,positive,45,audio,healthy eating,,,
9050,e4306fd4-391c-4016-8b5f-98594bb647a0,scared,08-08-2020 11:04,negative,15,audio,healthy eating,,,
9051,e4306fd4-391c-4016-8b5f-98594bb647a0,peeking,21-04-2021 02:23,neutral,35,audio,healthy eating,,,
9052,e4306fd4-391c-4016-8b5f-98594bb647a0,dislike,08-12-2020 00:21,negative,10,audio,healthy eating,,,
9053,e4306fd4-391c-4016-8b5f-98594bb647a0,disgust,22-02-2021 15:52,negative,0,audio,healthy eating,,,
9054,e4306fd4-391c-4016-8b5f-98594bb647a0,interested,08-12-2020 13:38,positive,30,audio,healthy eating,,,
9055,e4306fd4-391c-4016-8b5f-98594bb647a0,interested,01-11-2020 08:06,positive,30,audio,healthy eating,,,
9056,e4306fd4-391c-4016-8b5f-98594bb647a0,disgust,13-02-2021 00:16,negative,0,audio,healthy eating,,,
9057,e4306fd4-391c-4016-8b5f-98594bb647a0,interested,08-01-2021 06:28,positive,30,audio,healthy eating,,,
9058,e4306fd4-391c-4016-8b5f-98594bb647a0,heart,21-11-2020 21:29,positive,60,audio,healthy eating,,,
9059,697af362-e84b-4429-b4ea-4123c6ab44ba,dislike,24-02-2021 15:37,negative,10,video,science,,,
9060,697af362-e84b-4429-b4ea-4123c6ab44ba,love,19-11-2020 02:10,positive,65,video,science,,,
9061,697af362-e84b-4429-b4ea-4123c6ab44ba,want,26-12-2020 11:40,positive,70,video,science,,,
9062,697af362-e84b-4429-b4ea-4123c6ab44ba,like,10-01-2021 05:48,positive,50,video,science,,,
9063,697af362-e84b-4429-b4ea-4123c6ab44ba,want,29-08-2020 08:51,positive,70,video,science,,,
9064,697af362-e84b-4429-b4ea-4123c6ab44ba,heart,05-11-2020 13:24,positive,60,video,science,,,
9065,697af362-e84b-4429-b4ea-4123c6ab44ba,disgust,26-12-2020 10:18,negative,0,video,science,,,
9066,697af362-e84b-4429-b4ea-4123c6ab44ba,dislike,10-04-2021 09:38,negative,10,video,science,,,
9067,697af362-e84b-4429-b4ea-4123c6ab44ba,indifferent,24-01-2021 11:22,neutral,20,video,science,,,
9068,697af362-e84b-4429-b4ea-4123c6ab44ba,intrigued,25-09-2020 00:04,positive,45,video,science,,,
9069,697af362-e84b-4429-b4ea-4123c6ab44ba,like,04-04-2021 11:22,positive,50,video,science,,,
9070,697af362-e84b-4429-b4ea-4123c6ab44ba,want,11-03-2021 13:47,positive,70,video,science,,,
9071,697af362-e84b-4429-b4ea-4123c6ab44ba,heart,23-08-2020 22:17,positive,60,video,science,,,
9072,697af362-e84b-4429-b4ea-4123c6ab44ba,super love,31-01-2021 04:46,positive,75,video,science,,,
9073,697af362-e84b-4429-b4ea-4123c6ab44ba,adore,27-06-2020 08:51,positive,72,video,science,,,
9074,697af362-e84b-4429-b4ea-4123c6ab44ba,intrigued,17-11-2020 09:42,positive,45,video,science,,,
9075,697af362-e84b-4429-b4ea-4123c6ab44ba,indifferent,21-05-2021 05:18,neutral,20,video,science,,,
9076,697af362-e84b-4429-b4ea-4123c6ab44ba,dislike,07-05-2021 10:55,negative,10,video,science,,,
9077,697af362-e84b-4429-b4ea-4123c6ab44ba,peeking,01-09-2020 22:17,neutral,35,video,science,,,
9078,697af362-e84b-4429-b4ea-4123c6ab44ba,cherish,10-05-2021 08:43,positive,70,video,science,,,
9079,697af362-e84b-4429-b4ea-4123c6ab44ba,super love,19-08-2020 20:05,positive,75,video,science,,,
9080,697af362-e84b-4429-b4ea-4123c6ab44ba,dislike,06-11-2020 00:23,negative,10,video,science,,,
9081,697af362-e84b-4429-b4ea-4123c6ab44ba,heart,20-04-2021 22:40,positive,60,video,science,,,
9082,697af362-e84b-4429-b4ea-4123c6ab44ba,intrigued,17-06-2021 10:47,positive,45,video,science,,,
9083,697af362-e84b-4429-b4ea-4123c6ab44ba,heart,29-01-2021 14:51,positive,60,video,science,,,
9084,697af362-e84b-4429-b4ea-4123c6ab44ba,dislike,06-11-2020 03:56,negative,10,video,science,,,
9085,697af362-e84b-4429-b4ea-4123c6ab44ba,want,21-02-2021 05:05,positive,70,video,science,,,
9086,697af362-e84b-4429-b4ea-4123c6ab44ba,love,23-06-2020 00:59,positive,65,video,science,,,
9087,697af362-e84b-4429-b4ea-4123c6ab44ba,want,10-03-2021 10:41,positive,70,video,science,,,
9088,697af362-e84b-4429-b4ea-4123c6ab44ba,scared,08-12-2020 15:04,negative,15,video,science,,,
9089,697af362-e84b-4429-b4ea-4123c6ab44ba,like,26-02-2021 01:15,positive,50,video,science,,,
9090,697af362-e84b-4429-b4ea-4123c6ab44ba,peeking,26-01-2021 03:52,neutral,35,video,science,,,
9091,697af362-e84b-4429-b4ea-4123c6ab44ba,disgust,20-06-2020 11:09,negative,0,video,science,,,
9092,697af362-e84b-4429-b4ea-4123c6ab44ba,peeking,06-12-2020 22:41,neutral,35,video,science,,,
9093,697af362-e84b-4429-b4ea-4123c6ab44ba,adore,29-01-2021 11:27,positive,72,video,science,,,
9094,697af362-e84b-4429-b4ea-4123c6ab44ba,heart,05-08-2020 00:36,positive,60,video,science,,,
9095,697af362-e84b-4429-b4ea-4123c6ab44ba,intrigued,25-02-2021 23:08,positive,45,video,science,,,
9096,697af362-e84b-4429-b4ea-4123c6ab44ba,scared,13-01-2021 02:34,negative,15,video,science,,,
9097,697af362-e84b-4429-b4ea-4123c6ab44ba,interested,19-01-2021 17:13,positive,30,video,science,,,
9098,697af362-e84b-4429-b4ea-4123c6ab44ba,heart,28-02-2021 15:55,positive,60,video,science,,,
9099,697af362-e84b-4429-b4ea-4123c6ab44ba,adore,13-07-2020 17:33,positive,72,video,science,,,
9100,697af362-e84b-4429-b4ea-4123c6ab44ba,heart,25-09-2020 14:01,positive,60,video,science,,,
9101,697af362-e84b-4429-b4ea-4123c6ab44ba,cherish,18-02-2021 03:46,positive,70,video,science,,,
9102,697af362-e84b-4429-b4ea-4123c6ab44ba,super love,04-04-2021 08:30,positive,75,video,science,,,
9103,697af362-e84b-4429-b4ea-4123c6ab44ba,intrigued,21-03-2021 21:56,positive,45,video,science,,,
9104,697af362-e84b-4429-b4ea-4123c6ab44ba,hate,24-10-2020 11:28,negative,5,video,science,,,
9105,697af362-e84b-4429-b4ea-4123c6ab44ba,intrigued,19-11-2020 08:57,positive,45,video,science,,,
9106,697af362-e84b-4429-b4ea-4123c6ab44ba,cherish,22-07-2020 17:31,positive,70,video,science,,,
9107,8f640e2f-27bc-46cc-a43a-f750e357fc35,worried,03-01-2021 14:00,negative,12,video,soccer,,,
9108,8f640e2f-27bc-46cc-a43a-f750e357fc35,like,28-09-2020 08:15,positive,50,video,soccer,,,
9109,8f640e2f-27bc-46cc-a43a-f750e357fc35,super love,30-11-2020 09:37,positive,75,video,soccer,,,
9110,8f640e2f-27bc-46cc-a43a-f750e357fc35,like,23-12-2020 06:30,positive,50,video,soccer,,,
9111,8f640e2f-27bc-46cc-a43a-f750e357fc35,indifferent,02-09-2020 05:36,neutral,20,video,soccer,,,
9112,8f640e2f-27bc-46cc-a43a-f750e357fc35,worried,06-08-2020 06:48,negative,12,video,soccer,,,
9113,8f640e2f-27bc-46cc-a43a-f750e357fc35,hate,17-12-2020 14:11,negative,5,video,soccer,,,
9114,8f640e2f-27bc-46cc-a43a-f750e357fc35,heart,19-07-2020 01:39,positive,60,video,soccer,,,
9115,f2143553-d9cd-4d8d-8276-98557a0054af,indifferent,25-04-2021 03:00,neutral,20,photo,cooking,,,
9116,f2143553-d9cd-4d8d-8276-98557a0054af,like,04-03-2021 06:41,positive,50,photo,cooking,,,
9117,f2143553-d9cd-4d8d-8276-98557a0054af,indifferent,07-08-2020 17:25,neutral,20,photo,cooking,,,
9118,f2143553-d9cd-4d8d-8276-98557a0054af,cherish,08-07-2020 11:52,positive,70,photo,cooking,,,
9119,f2143553-d9cd-4d8d-8276-98557a0054af,worried,21-09-2020 03:39,negative,12,photo,cooking,,,
9120,f2143553-d9cd-4d8d-8276-98557a0054af,like,25-02-2021 06:56,positive,50,photo,cooking,,,
9121,f2143553-d9cd-4d8d-8276-98557a0054af,intrigued,19-12-2020 08:48,positive,45,photo,cooking,,,
9122,f2143553-d9cd-4d8d-8276-98557a0054af,hate,14-05-2021 05:44,negative,5,photo,cooking,,,
9123,f2143553-d9cd-4d8d-8276-98557a0054af,peeking,03-06-2021 03:22,neutral,35,photo,cooking,,,
9124,f2143553-d9cd-4d8d-8276-98557a0054af,intrigued,27-09-2020 08:51,positive,45,photo,cooking,,,
9125,f2143553-d9cd-4d8d-8276-98557a0054af,cherish,03-07-2020 21:16,positive,70,photo,cooking,,,
9126,f2143553-d9cd-4d8d-8276-98557a0054af,indifferent,27-10-2020 13:27,neutral,20,photo,cooking,,,
9127,f2143553-d9cd-4d8d-8276-98557a0054af,indifferent,25-08-2020 07:25,neutral,20,photo,cooking,,,
9128,f2143553-d9cd-4d8d-8276-98557a0054af,heart,11-10-2020 10:02,positive,60,photo,cooking,,,
9129,f2143553-d9cd-4d8d-8276-98557a0054af,hate,27-09-2020 09:58,negative,5,photo,cooking,,,
9130,f2143553-d9cd-4d8d-8276-98557a0054af,peeking,05-07-2020 17:47,neutral,35,photo,cooking,,,
9131,f2143553-d9cd-4d8d-8276-98557a0054af,hate,01-08-2020 04:17,negative,5,photo,cooking,,,
9132,f4c8e6bb-e282-41f3-a000-bbabae7dbf04,interested,21-04-2021 11:22,positive,30,audio,technology,,,
9133,f4c8e6bb-e282-41f3-a000-bbabae7dbf04,like,13-08-2020 17:41,positive,50,audio,technology,,,
9134,f4c8e6bb-e282-41f3-a000-bbabae7dbf04,peeking,20-12-2020 06:59,neutral,35,audio,technology,,,
9135,f4c8e6bb-e282-41f3-a000-bbabae7dbf04,indifferent,25-08-2020 15:07,neutral,20,audio,technology,,,
9136,f4c8e6bb-e282-41f3-a000-bbabae7dbf04,interested,23-11-2020 15:30,positive,30,audio,technology,,,
9137,f4c8e6bb-e282-41f3-a000-bbabae7dbf04,like,28-04-2021 05:10,positive,50,audio,technology,,,
9138,f4c8e6bb-e282-41f3-a000-bbabae7dbf04,want,26-04-2021 14:13,positive,70,audio,technology,,,
9139,f4c8e6bb-e282-41f3-a000-bbabae7dbf04,disgust,05-08-2020 15:24,negative,0,audio,technology,,,
9140,f4c8e6bb-e282-41f3-a000-bbabae7dbf04,worried,29-01-2021 02:45,negative,12,audio,technology,,,
9141,f4c8e6bb-e282-41f3-a000-bbabae7dbf04,super love,25-08-2020 11:48,positive,75,audio,technology,,,
9142,ad8bc9be-50a3-491a-b240-49b8f573238e,worried,19-11-2020 00:35,negative,12,GIF,soccer,,,
9143,ad8bc9be-50a3-491a-b240-49b8f573238e,want,07-10-2020 02:45,positive,70,GIF,soccer,,,
9144,ad8bc9be-50a3-491a-b240-49b8f573238e,worried,06-01-2021 17:56,negative,12,GIF,soccer,,,
9145,ad8bc9be-50a3-491a-b240-49b8f573238e,super love,07-02-2021 10:10,positive,75,GIF,soccer,,,
9146,ad8bc9be-50a3-491a-b240-49b8f573238e,scared,18-01-2021 07:22,negative,15,GIF,soccer,,,
9147,ad8bc9be-50a3-491a-b240-49b8f573238e,super love,04-01-2021 09:10,positive,75,GIF,soccer,,,
9148,ad8bc9be-50a3-491a-b240-49b8f573238e,love,15-02-2021 11:53,positive,65,GIF,soccer,,,
9149,ad8bc9be-50a3-491a-b240-49b8f573238e,like,03-12-2020 06:42,positive,50,GIF,soccer,,,
9150,ad8bc9be-50a3-491a-b240-49b8f573238e,dislike,30-11-2020 01:57,negative,10,GIF,soccer,,,
9151,ad8bc9be-50a3-491a-b240-49b8f573238e,like,17-03-2021 02:21,positive,50,GIF,soccer,,,
9152,ad8bc9be-50a3-491a-b240-49b8f573238e,peeking,03-03-2021 21:41,neutral,35,GIF,soccer,,,
9153,ad8bc9be-50a3-491a-b240-49b8f573238e,interested,12-08-2020 10:16,positive,30,GIF,soccer,,,
9154,ad8bc9be-50a3-491a-b240-49b8f573238e,peeking,10-03-2021 19:48,neutral,35,GIF,soccer,,,
9155,ad8bc9be-50a3-491a-b240-49b8f573238e,want,27-05-2021 15:37,positive,70,GIF,soccer,,,
9156,ad8bc9be-50a3-491a-b240-49b8f573238e,heart,16-05-2021 12:29,positive,60,GIF,soccer,,,
9157,ad8bc9be-50a3-491a-b240-49b8f573238e,interested,20-07-2020 10:20,positive,30,GIF,soccer,,,
9158,ad8bc9be-50a3-491a-b240-49b8f573238e,hate,23-02-2021 06:29,negative,5,GIF,soccer,,,
9159,ad8bc9be-50a3-491a-b240-49b8f573238e,indifferent,15-04-2021 08:10,neutral,20,GIF,soccer,,,
9160,ad8bc9be-50a3-491a-b240-49b8f573238e,indifferent,18-06-2021 05:32,neutral,20,GIF,soccer,,,
9161,ad8bc9be-50a3-491a-b240-49b8f573238e,worried,29-05-2021 13:35,negative,12,GIF,soccer,,,
9162,ad8bc9be-50a3-491a-b240-49b8f573238e,interested,12-10-2020 19:29,positive,30,GIF,soccer,,,
9163,ad8bc9be-50a3-491a-b240-49b8f573238e,worried,15-07-2020 04:20,negative,12,GIF,soccer,,,
9164,ad8bc9be-50a3-491a-b240-49b8f573238e,hate,29-09-2020 17:05,negative,5,GIF,soccer,,,
9165,ad8bc9be-50a3-491a-b240-49b8f573238e,indifferent,04-08-2020 17:19,neutral,20,GIF,soccer,,,
9166,ad8bc9be-50a3-491a-b240-49b8f573238e,intrigued,28-06-2020 19:40,positive,45,GIF,soccer,,,
9167,ad8bc9be-50a3-491a-b240-49b8f573238e,dislike,04-05-2021 01:00,negative,10,GIF,soccer,,,
9168,ad8bc9be-50a3-491a-b240-49b8f573238e,adore,21-10-2020 12:16,positive,72,GIF,soccer,,,
9169,ad8bc9be-50a3-491a-b240-49b8f573238e,want,19-05-2021 06:27,positive,70,GIF,soccer,,,
9170,ad8bc9be-50a3-491a-b240-49b8f573238e,indifferent,09-10-2020 11:02,neutral,20,GIF,soccer,,,
9171,ad8bc9be-50a3-491a-b240-49b8f573238e,heart,30-06-2020 21:00,positive,60,GIF,soccer,,,
9172,ad8bc9be-50a3-491a-b240-49b8f573238e,scared,28-04-2021 09:12,negative,15,GIF,soccer,,,
9173,ad8bc9be-50a3-491a-b240-49b8f573238e,heart,10-02-2021 08:27,positive,60,GIF,soccer,,,
9174,ad8bc9be-50a3-491a-b240-49b8f573238e,peeking,19-10-2020 14:27,neutral,35,GIF,soccer,,,
9175,ad8bc9be-50a3-491a-b240-49b8f573238e,super love,08-09-2020 09:03,positive,75,GIF,soccer,,,
9176,ad8bc9be-50a3-491a-b240-49b8f573238e,indifferent,18-07-2020 04:17,neutral,20,GIF,soccer,,,
9177,ad8bc9be-50a3-491a-b240-49b8f573238e,worried,29-05-2021 04:12,negative,12,GIF,soccer,,,
9178,ad8bc9be-50a3-491a-b240-49b8f573238e,love,04-08-2020 06:20,positive,65,GIF,soccer,,,
9179,ad8bc9be-50a3-491a-b240-49b8f573238e,disgust,13-12-2020 11:27,negative,0,GIF,soccer,,,
9180,54acd843-1e09-4b30-a80a-b9e0295ff269,dislike,02-05-2021 20:54,negative,10,GIF,tennis,,,
9181,54acd843-1e09-4b30-a80a-b9e0295ff269,disgust,15-04-2021 00:06,negative,0,GIF,tennis,,,
9182,54acd843-1e09-4b30-a80a-b9e0295ff269,heart,17-07-2020 11:06,positive,60,GIF,tennis,,,
9183,54acd843-1e09-4b30-a80a-b9e0295ff269,dislike,06-04-2021 06:50,negative,10,GIF,tennis,,,
9184,54acd843-1e09-4b30-a80a-b9e0295ff269,like,24-03-2021 07:37,positive,50,GIF,tennis,,,
9185,54acd843-1e09-4b30-a80a-b9e0295ff269,cherish,09-02-2021 21:34,positive,70,GIF,tennis,,,
9186,54acd843-1e09-4b30-a80a-b9e0295ff269,indifferent,27-06-2020 17:15,neutral,20,GIF,tennis,,,
9187,54acd843-1e09-4b30-a80a-b9e0295ff269,hate,02-01-2021 21:30,negative,5,GIF,tennis,,,
9188,54acd843-1e09-4b30-a80a-b9e0295ff269,dislike,27-06-2020 09:58,negative,10,GIF,tennis,,,
9189,54acd843-1e09-4b30-a80a-b9e0295ff269,peeking,11-12-2020 14:23,neutral,35,GIF,tennis,,,
9190,54acd843-1e09-4b30-a80a-b9e0295ff269,scared,18-11-2020 16:29,negative,15,GIF,tennis,,,
9191,54acd843-1e09-4b30-a80a-b9e0295ff269,adore,02-04-2021 23:41,positive,72,GIF,tennis,,,
9192,54acd843-1e09-4b30-a80a-b9e0295ff269,like,22-08-2020 00:15,positive,50,GIF,tennis,,,
9193,54acd843-1e09-4b30-a80a-b9e0295ff269,intrigued,05-04-2021 23:43,positive,45,GIF,tennis,,,
9194,54acd843-1e09-4b30-a80a-b9e0295ff269,adore,05-01-2021 05:50,positive,72,GIF,tennis,,,
9195,54acd843-1e09-4b30-a80a-b9e0295ff269,indifferent,09-12-2020 07:43,neutral,20,GIF,tennis,,,
9196,54acd843-1e09-4b30-a80a-b9e0295ff269,adore,30-04-2021 14:09,positive,72,GIF,tennis,,,
9197,54acd843-1e09-4b30-a80a-b9e0295ff269,heart,20-07-2020 21:56,positive,60,GIF,tennis,,,
9198,54acd843-1e09-4b30-a80a-b9e0295ff269,disgust,02-06-2021 18:45,negative,0,GIF,tennis,,,
9199,54acd843-1e09-4b30-a80a-b9e0295ff269,like,16-05-2021 19:00,positive,50,GIF,tennis,,,
9200,54acd843-1e09-4b30-a80a-b9e0295ff269,scared,04-07-2020 20:28,negative,15,GIF,tennis,,,
9201,54acd843-1e09-4b30-a80a-b9e0295ff269,disgust,07-09-2020 04:23,negative,0,GIF,tennis,,,
9202,54acd843-1e09-4b30-a80a-b9e0295ff269,hate,23-03-2021 21:14,negative,5,GIF,tennis,,,
9203,54acd843-1e09-4b30-a80a-b9e0295ff269,want,15-08-2020 03:14,positive,70,GIF,tennis,,,
9204,54acd843-1e09-4b30-a80a-b9e0295ff269,worried,30-07-2020 23:00,negative,12,GIF,tennis,,,
9205,54acd843-1e09-4b30-a80a-b9e0295ff269,hate,28-06-2020 05:06,negative,5,GIF,tennis,,,
9206,54acd843-1e09-4b30-a80a-b9e0295ff269,intrigued,31-10-2020 06:57,positive,45,GIF,tennis,,,
9207,54acd843-1e09-4b30-a80a-b9e0295ff269,want,18-07-2020 16:02,positive,70,GIF,tennis,,,
9208,54acd843-1e09-4b30-a80a-b9e0295ff269,adore,09-03-2021 09:36,positive,72,GIF,tennis,,,
9209,54acd843-1e09-4b30-a80a-b9e0295ff269,want,10-04-2021 06:57,positive,70,GIF,tennis,,,
9210,54acd843-1e09-4b30-a80a-b9e0295ff269,disgust,16-03-2021 06:50,negative,0,GIF,tennis,,,
9211,54acd843-1e09-4b30-a80a-b9e0295ff269,peeking,05-10-2020 16:43,neutral,35,GIF,tennis,,,
9212,54acd843-1e09-4b30-a80a-b9e0295ff269,super love,26-05-2021 22:19,positive,75,GIF,tennis,,,
9213,54acd843-1e09-4b30-a80a-b9e0295ff269,hate,11-10-2020 04:51,negative,5,GIF,tennis,,,
9214,54acd843-1e09-4b30-a80a-b9e0295ff269,hate,20-10-2020 02:02,negative,5,GIF,tennis,,,
9215,54acd843-1e09-4b30-a80a-b9e0295ff269,cherish,18-05-2021 13:45,positive,70,GIF,tennis,,,
9216,54acd843-1e09-4b30-a80a-b9e0295ff269,love,04-09-2020 18:59,positive,65,GIF,tennis,,,
9217,54acd843-1e09-4b30-a80a-b9e0295ff269,indifferent,01-07-2020 21:56,neutral,20,GIF,tennis,,,
9218,54acd843-1e09-4b30-a80a-b9e0295ff269,hate,30-07-2020 11:26,negative,5,GIF,tennis,,,
9219,54acd843-1e09-4b30-a80a-b9e0295ff269,peeking,21-10-2020 03:04,neutral,35,GIF,tennis,,,
9220,972b6e82-421f-43f6-905c-2168933de18f,worried,16-10-2020 08:23,negative,12,video,animals,,,
9221,972b6e82-421f-43f6-905c-2168933de18f,disgust,06-02-2021 21:33,negative,0,video,animals,,,
9222,972b6e82-421f-43f6-905c-2168933de18f,super love,14-06-2021 18:38,positive,75,video,animals,,,
9223,972b6e82-421f-43f6-905c-2168933de18f,adore,29-12-2020 07:11,positive,72,video,animals,,,
9224,972b6e82-421f-43f6-905c-2168933de18f,want,20-11-2020 04:33,positive,70,video,animals,,,
9225,972b6e82-421f-43f6-905c-2168933de18f,interested,01-10-2020 19:49,positive,30,video,animals,,,
9226,972b6e82-421f-43f6-905c-2168933de18f,cherish,03-05-2021 02:21,positive,70,video,animals,,,
9227,972b6e82-421f-43f6-905c-2168933de18f,worried,23-10-2020 13:23,negative,12,video,animals,,,
9228,972b6e82-421f-43f6-905c-2168933de18f,scared,01-12-2020 19:20,negative,15,video,animals,,,
9229,972b6e82-421f-43f6-905c-2168933de18f,indifferent,05-11-2020 15:00,neutral,20,video,animals,,,
9230,972b6e82-421f-43f6-905c-2168933de18f,love,18-02-2021 10:55,positive,65,video,animals,,,
9231,972b6e82-421f-43f6-905c-2168933de18f,adore,08-07-2020 04:49,positive,72,video,animals,,,
9232,972b6e82-421f-43f6-905c-2168933de18f,love,08-05-2021 17:03,positive,65,video,animals,,,
9233,972b6e82-421f-43f6-905c-2168933de18f,interested,23-10-2020 00:37,positive,30,video,animals,,,
9234,972b6e82-421f-43f6-905c-2168933de18f,want,23-02-2021 09:10,positive,70,video,animals,,,
9235,972b6e82-421f-43f6-905c-2168933de18f,heart,18-10-2020 11:47,positive,60,video,animals,,,
9236,972b6e82-421f-43f6-905c-2168933de18f,interested,06-04-2021 18:04,positive,30,video,animals,,,
9237,972b6e82-421f-43f6-905c-2168933de18f,want,18-12-2020 00:18,positive,70,video,animals,,,
9238,972b6e82-421f-43f6-905c-2168933de18f,want,03-09-2020 14:43,positive,70,video,animals,,,
9239,972b6e82-421f-43f6-905c-2168933de18f,interested,25-04-2021 21:20,positive,30,video,animals,,,
9240,972b6e82-421f-43f6-905c-2168933de18f,like,29-06-2020 22:13,positive,50,video,animals,,,
9241,972b6e82-421f-43f6-905c-2168933de18f,love,23-07-2020 09:56,positive,65,video,animals,,,
9242,972b6e82-421f-43f6-905c-2168933de18f,super love,15-05-2021 04:41,positive,75,video,animals,,,
9243,972b6e82-421f-43f6-905c-2168933de18f,super love,08-10-2020 08:16,positive,75,video,animals,,,
9244,972b6e82-421f-43f6-905c-2168933de18f,disgust,10-04-2021 22:01,negative,0,video,animals,,,
9245,972b6e82-421f-43f6-905c-2168933de18f,peeking,20-02-2021 07:23,neutral,35,video,animals,,,
9246,972b6e82-421f-43f6-905c-2168933de18f,peeking,04-02-2021 18:42,neutral,35,video,animals,,,
9247,972b6e82-421f-43f6-905c-2168933de18f,adore,14-04-2021 05:59,positive,72,video,animals,,,
